l,i,k,la_value
0,0,13,0
0,0,13,0
0,0,13,0
0,0,13,0
0,0,13,0
0,1,13,0
0,1,13,0
0,1,13,0
0,1,13,0
0,1,13,0
0,2,13,0
0,2,13,0
0,2,13,0
0,2,13,0
0,2,13,0
0,3,13,0
0,3,13,0
0,3,13,0
0,3,13,0
0,3,13,0
0,4,13,0
0,4,13,0
0,4,13,0
0,4,13,0
0,4,13,0
0,5,13,0
0,5,13,0
0,5,13,0
0,5,13,0
0,5,13,0
0,6,13,0
0,6,13,0
0,6,13,1
0,6,13,0
0,6,13,0
0,7,13,0
0,7,13,0
0,7,13,1
0,7,13,0
0,7,13,0
0,8,13,0
0,8,13,0
0,8,13,0
0,8,13,0
0,8,13,0
0,9,13,0
0,9,13,0
0,9,13,0
0,9,13,0
0,9,13,0
0,10,13,0
0,10,13,0
0,10,13,0
0,10,13,0
0,10,13,0
0,11,13,0
0,11,13,0
0,11,13,0
0,11,13,0
0,11,13,0
0,12,13,0
0,12,13,0
0,12,13,0
0,12,13,0
0,12,13,0
0,13,13,0
0,13,13,0
0,13,13,0
0,13,13,0
0,13,13,0
0,14,13,0
0,14,13,0
0,14,13,0
0,14,13,0
0,14,13,0
0,15,13,0
0,15,13,0
0,15,13,0
0,15,13,0
0,15,13,0
0,16,13,0
0,16,13,0
0,16,13,0
0,16,13,0
0,16,13,0
0,17,13,0
0,17,13,0
0,17,13,0
0,17,13,0
0,17,13,0
0,18,13,0
0,18,13,0
0,18,13,0
0,18,13,0
0,18,13,0
0,19,13,0
0,19,13,0
0,19,13,0
0,19,13,0
0,19,13,0
0,20,13,0
0,20,13,0
0,20,13,0
0,20,13,0
0,20,13,0
0,21,13,0
0,21,13,0
0,21,13,1
0,21,13,0
0,21,13,0
0,22,13,0
0,22,13,0
0,22,13,1
0,22,13,0
0,22,13,0
0,23,13,0
0,23,13,0
0,23,13,1
0,23,13,0
0,23,13,0
1,0,13,0
1,0,13,0
1,0,13,0
1,0,13,0
1,0,13,0
1,1,13,0
1,1,13,0
1,1,13,0
1,1,13,0
1,1,13,0
1,2,13,0
1,2,13,0
1,2,13,0
1,2,13,0
1,2,13,0
1,3,13,0
1,3,13,0
1,3,13,0
1,3,13,0
1,3,13,0
1,4,13,0
1,4,13,0
1,4,13,1
1,4,13,0
1,4,13,0
1,5,13,0
1,5,13,0
1,5,13,1
1,5,13,0
1,5,13,0
1,6,13,1
1,6,13,0
1,6,13,0
1,6,13,0
1,6,13,0
1,7,13,0
1,7,13,0
1,7,13,0
1,7,13,0
1,7,13,0
1,8,13,0
1,8,13,0
1,8,13,1
1,8,13,0
1,8,13,0
1,9,13,0
1,9,13,0
1,9,13,1
1,9,13,0
1,9,13,0
1,10,13,0
1,10,13,0
1,10,13,0
1,10,13,0
1,10,13,0
1,11,13,0
1,11,13,0
1,11,13,0
1,11,13,0
1,11,13,0
1,12,13,0
1,12,13,0
1,12,13,0
1,12,13,0
1,12,13,0
1,13,13,0
1,13,13,0
1,13,13,0
1,13,13,0
1,13,13,0
1,14,13,0
1,14,13,0
1,14,13,1
1,14,13,0
1,14,13,0
1,15,13,0
1,15,13,0
1,15,13,0
1,15,13,0
1,15,13,0
1,16,13,0
1,16,13,0
1,16,13,0
1,16,13,0
1,16,13,0
1,17,13,0
1,17,13,0
1,17,13,0
1,17,13,0
1,17,13,0
1,18,13,0
1,18,13,0
1,18,13,0
1,18,13,0
1,18,13,0
1,19,13,0
1,19,13,1
1,19,13,0
1,19,13,0
1,19,13,0
1,20,13,0
1,20,13,0
1,20,13,1
1,20,13,0
1,20,13,0
1,21,13,0
1,21,13,0
1,21,13,1
1,21,13,0
1,21,13,0
1,22,13,0
1,22,13,0
1,22,13,1
1,22,13,0
1,22,13,0
1,23,13,0
1,23,13,0
1,23,13,1
1,23,13,0
1,23,13,0
2,0,13,0
2,0,13,0
2,0,13,0
2,0,13,0
2,0,13,0
2,1,13,0
2,1,13,0
2,1,13,0
2,1,13,0
2,1,13,0
2,2,13,0
2,2,13,0
2,2,13,0
2,2,13,0
2,2,13,0
2,3,13,0
2,3,13,0
2,3,13,0
2,3,13,0
2,3,13,0
2,4,13,0
2,4,13,0
2,4,13,1
2,4,13,0
2,4,13,0
2,5,13,0
2,5,13,0
2,5,13,1
2,5,13,0
2,5,13,0
2,6,13,0
2,6,13,0
2,6,13,1
2,6,13,0
2,6,13,0
2,7,13,0
2,7,13,0
2,7,13,1
2,7,13,0
2,7,13,0
2,8,13,0
2,8,13,0
2,8,13,0
2,8,13,0
2,8,13,0
2,9,13,0
2,9,13,0
2,9,13,0
2,9,13,0
2,9,13,0
2,10,13,0
2,10,13,0
2,10,13,0
2,10,13,0
2,10,13,0
2,11,13,0
2,11,13,0
2,11,13,0
2,11,13,0
2,11,13,0
2,12,13,0
2,12,13,0
2,12,13,0
2,12,13,0
2,12,13,0
2,13,13,0
2,13,13,0
2,13,13,0
2,13,13,0
2,13,13,0
2,14,13,0
2,14,13,0
2,14,13,1
2,14,13,0
2,14,13,0
2,15,13,0
2,15,13,0
2,15,13,1
2,15,13,0
2,15,13,0
2,16,13,0
2,16,13,0
2,16,13,1
2,16,13,0
2,16,13,0
2,17,13,0
2,17,13,0
2,17,13,0
2,17,13,0
2,17,13,0
2,18,13,0
2,18,13,0
2,18,13,0
2,18,13,0
2,18,13,0
2,19,13,0
2,19,13,0
2,19,13,0
2,19,13,0
2,19,13,0
2,20,13,0
2,20,13,0
2,20,13,1
2,20,13,0
2,20,13,0
2,21,13,0
2,21,13,0
2,21,13,1
2,21,13,0
2,21,13,0
2,22,13,0
2,22,13,0
2,22,13,1
2,22,13,0
2,22,13,0
2,23,13,0
2,23,13,0
2,23,13,0
2,23,13,0
2,23,13,0
3,0,13,0
3,0,13,0
3,0,13,0
3,0,13,0
3,0,13,0
3,1,13,0
3,1,13,0
3,1,13,0
3,1,13,0
3,1,13,0
3,2,13,0
3,2,13,0
3,2,13,1
3,2,13,0
3,2,13,0
3,3,13,0
3,3,13,0
3,3,13,1
3,3,13,0
3,3,13,0
3,4,13,0
3,4,13,0
3,4,13,1
3,4,13,0
3,4,13,0
3,5,13,0
3,5,13,0
3,5,13,1
3,5,13,0
3,5,13,0
3,6,13,1
3,6,13,0
3,6,13,0
3,6,13,0
3,6,13,0
3,7,13,0
3,7,13,0
3,7,13,1
3,7,13,0
3,7,13,0
3,8,13,0
3,8,13,0
3,8,13,1
3,8,13,0
3,8,13,0
3,9,13,0
3,9,13,0
3,9,13,1
3,9,13,0
3,9,13,0
3,10,13,0
3,10,13,0
3,10,13,0
3,10,13,0
3,10,13,0
3,11,13,0
3,11,13,0
3,11,13,0
3,11,13,0
3,11,13,0
3,12,13,0
3,12,13,0
3,12,13,0
3,12,13,0
3,12,13,0
3,13,13,0
3,13,13,0
3,13,13,0
3,13,13,0
3,13,13,0
3,14,13,0
3,14,13,0
3,14,13,0
3,14,13,0
3,14,13,0
3,15,13,0
3,15,13,0
3,15,13,0
3,15,13,0
3,15,13,0
3,16,13,0
3,16,13,0
3,16,13,1
3,16,13,0
3,16,13,0
3,17,13,0
3,17,13,0
3,17,13,1
3,17,13,0
3,17,13,0
3,18,13,0
3,18,13,0
3,18,13,1
3,18,13,0
3,18,13,0
3,19,13,1
3,19,13,0
3,19,13,0
3,19,13,0
3,19,13,0
3,20,13,0
3,20,13,0
3,20,13,1
3,20,13,0
3,20,13,0
3,21,13,0
3,21,13,0
3,21,13,1
3,21,13,0
3,21,13,0
3,22,13,0
3,22,13,0
3,22,13,1
3,22,13,0
3,22,13,0
3,23,13,0
3,23,13,0
3,23,13,1
3,23,13,0
3,23,13,0
4,0,13,0
4,0,13,0
4,0,13,0
4,0,13,0
4,0,13,0
4,1,13,0
4,1,13,0
4,1,13,0
4,1,13,0
4,1,13,0
4,2,13,0
4,2,13,0
4,2,13,1
4,2,13,0
